Timestamp,Frame_Number,Detected_Letter,Confidence,Current_Word,Sentence,Hand_Position,Processing_Time_Ms
2025-11-24 08:42:30.551,5821,2,0.23,BA2DCEA0BCDE0123BBB4A2,,"(80, 29)",11.59
2025-11-24 08:43:32.363,7487,3,0.23,3,,"(84, 254)",12.39
2025-11-24 08:43:35.256,7568,D,0.19,3D,,"(216, 375)",10.04
2025-11-24 08:43:37.904,7647,0,0.30,3D0,,"(162, 197)",12.31
2025-11-24 08:43:40.575,7724,AKU,0.37,3D0AKU,,"(271, 184)",10.17
2025-11-24 08:43:44.165,7820,0,0.19,3D0AKU0,,"(187, 236)",12.30
2025-11-24 08:45:15.831,10424,A,0.26,3D0AKU0A,,"(161, 8)",10.43
2025-11-24 08:46:09.868,11888,A,0.47,3D0AKU0AA,,"(27, 20)",12.04
2025-11-24 08:47:20.002,13877,E,0.26,3D0AKU0AAE,,"(38, 34)",10.35
2025-11-24 08:49:39.393,17098,C,0.38,3D0AKU0AAEC,,"(229, 46)",20.76
2025-11-24 08:49:42.162,17139,C,0.30,3D0AKU0AAECC,,"(244, 47)",10.26
2025-11-24 08:49:45.116,17182,C,0.47,3D0AKU0AAECCC,,"(258, 67)",10.48
2025-11-24 08:58:05.338,24472,SAYA,0.34,3D0AKU0AAECCCSAYA,,"(170, 119)",20.32
2025-11-24 08:58:10.043,24527,SAYA,0.46,3D0AKU0AAECCCSAYASAYA,,"(128, 166)",20.30
2025-11-24 08:58:12.809,24567,SAYA,0.38,3D0AKU0AAECCCSAYASAYASAYA,,"(127, 165)",10.49
2025-11-24 08:58:15.543,24606,SAYA,0.00,3D0AKU0AAECCCSAYASAYASAYASAYA,,"(131, 159)",26.38
